1e-14	0.0	0.0
0.0010000333344544813	9.027617441804344e-12	8.149787667557001e-23
0.0020000666688989623	7.219274449337497e-11	5.211792357485722e-21
0.0030001000033434435	2.435613955596862e-10	5.932215340698194e-20
0.004000133337787925	5.771250171405018e-10	3.3307328540942443e-19
0.005000166672232406	1.1268015126124748e-09	1.2696816488257612e-18
0.006000200006676887	1.94643569395483e-09	3.788611910701421e-18
0.007000233341121368	3.0897995712260055e-09	9.546861390348407e-18
0.00800026667556585	4.61059256298409e-09	2.12575637818442e-17
0.009000300010010332	6.562441662709042e-09	4.306564057645941e-17
0.010000333344454814	8.998901578137842e-09	8.098022961301173e-17
0.011000366678899294	1.1973454852702412e-08	1.4336362110970293e-16
0.012000400013343775	1.5539511974506292e-08	2.4147643240582444e-16
0.013000433347788257	1.9750411476266235e-08	3.90078753481829e-16
0.014000466682232737	2.4659420028487472e-08	6.080869961413691e-16
0.015000500016677219	3.0319732527435654e-08	9.192861805352397e-16
0.0160005333511217	3.678447217901778e-08	1.353097393488933e-15
0.01700056668556618	4.4106690579385795e-08	1.9454001538656795e-15
0.018000600020010662	5.23393677928715e-08	2.7394094209574746e-15
0.01900063335445514	6.153541242771792e-08	3.7866069826493404e-15
0.020000666688899625	7.174766170996812e-08	5.147726960848025e-15
0.021000700023344105	8.30288815557962e-08	6.893795172406435e-15
0.022000733357788585	9.543176664250848e-08	9.107222084510194e-15
0.02300076669223307	1.0900894047839878e-07	1.188294910422309e-14
0.02400080002667755	1.2381295547160875e-07	1.5329647942614572e-14
0.025000833361122028	1.3989629299811744e-07	1.9570972794615122e-14
0.02600086669556651	1.5731136346896423e-07	2.4746865076464573e-14
0.02700090003001099	1.7611050639679151e-07	3.1014910463334346e-14
0.02800093336445547	1.963459904617816e-07	3.855174797041803e-14
0.029000966698899955	2.1807001357705013e-07	4.7554530821494827e-14
0.030001000033344435	2.4133470295354984e-07	5.824243884967813e-14
0.031001033367788918	2.6619211516453146e-07	7.085824217576719e-14
0.0320010667022334	2.9269423620960155e-07	8.566991591032203e-14
0.03300110003667788	3.208929815784122e-07	1.0297230562628318e-13
0.03400113337112236	3.508401963140145e-07	1.2308884334965622e-13
0.03500116670556684	3.825876550759001e-07	1.463733138164759e-13
0.036001200040011325	4.1618706220275825e-07	1.7321167074496257e-13
0.0370012333744558	4.5169005177496634e-07	2.0402390287247177e-13
0.038001266708900285	4.891481876768336e-07	2.3926594950753086e-13
0.03900130004334477	5.286129636586167e-07	2.7943166534794605e-13
0.04000133337778925	5.701358033983179e-07	3.2505483431664537e-13
0.04100136671223373	6.137680605632841e-07	3.7671123216761524e-13
0.04200140004667821	6.595610188716147e-07	4.350207376149625e-13
0.043001433381122695	7.075658921533932e-07	5.006494917388272e-13
0.04400146671556717	7.578338244117481e-07	5.743121054225362e-13
0.045001500050011654	8.104158898837555e-07	6.567739145760792e-13
0.04600153338445614	8.653630931011902e-07	7.488532829016592e-13
0.047001566718900614	9.22726368951134e-07	8.514239519577443e-13
0.0480016000533451	9.825565827364434e-07	9.654174382787175e-13
0.04900163338778958	1.0449045302360912e-06	1.0918254773079064e-12
0.05000166672223406	1.1098209377653798e-06	1.2317025139024271e-12
0.05100170005667854	1.1773564622360352e-06	1.3861682391689527e-12
0.052001733391123024	1.2475616912161863e-06	1.556410173390191e-12
0.0530017667255675	1.3204871429902354e-06	1.7436862948025143e-12
0.054001800060011984	1.3961832666186163e-06	1.94932771398583e-12
0.05500183339445647	1.4747004419974595e-06	2.1747413936275024e-12
0.056001866728900944	1.5560889799181468e-06	2.421412913422699e-12
0.05700190006334543	1.6403991221267811e-06	2.6909092798743143e-12
0.05800193339778991	1.7276810413835549e-06	2.984881780756165e-12
0.059001966732234394	1.8179848415220342e-06	3.3050688840038956e-12
0.06000200006667887	1.9113605575083515e-06	3.653299180798636e-12
0.061002033401123354	2.0078581555003184e-06	4.0314943726091406e-12
0.06200206673556784	2.107527532906449e-06	4.441672301958743e-12
0.06300210007001232	2.21041851844491e-06	4.885950026684192e-12
0.0640021334044568	2.316580872202389e-06	5.366546937453981e-12
0.06500216673890129	2.426064285692884e-06	5.885787918314523e-12
0.06600220007334577	2.5389183819164253e-06	6.4461065500331194e-12
0.06700223340779025	2.655192715417715e-06	7.0500483560072995e-12
0.06800226674223472	2.7749367723447046e-06	7.700274090510847e-12
0.06900230007667921	2.8981999705070963e-06	8.399563069047334e-12
0.07000233341112369	3.025031659434776e-06	9.150816540582715e-12
0.07100236674556817	3.155481120436182e-06	9.957061101429183e-12
0.07200240008001266	3.2895975666566086e-06	1.0821452150553081e-11
0.07300243341445714	3.4274301431364377e-06	1.1747277386080261e-11
0.07400246674890161	3.5690279268693145e-06	1.2737960342773076e-11
0.0750025000833461	3.71443992686026e-06	1.3797063970253653e-11
0.07600253341779058	3.863715084183714e-06	1.4928294251748763e-11
0.07700256675223506	4.016902272041524e-06	1.613550386313236e-11
0.07800260008667954	4.174050295820879e-06	1.742269587204237e-11
0.07900263342112403	4.335207893152173e-06	1.8794027476848904e-11
0.08000266675556851	4.500423733966811e-06	2.0253813785251773e-11
0.08100270009001298	4.669746420554976e-06	2.1806531632286008e-11
0.08200273342445746	4.843224487623312e-06	2.3456823437514095e-11
0.08300276675890195	5.020906402352572e-06	2.5209501101185048e-11
0.08400280009334643	5.202840564455204e-06	2.7069549939140544e-11
0.08500283342779091	5.389075306232875e-06	2.904213265624896e-11
0.0860028667622354	5.579658892633955e-06	3.113259335814917e-11
0.08700290009667987	5.774639521310935e-06	3.3346461601086184e-11
