# Eigenvalor 1 =     1.2500
 # X      Psi(x)     |Psi(x)|^2
  -4.8899999947752804        1.2682770517704624E-005   1.6085266800475761E-010
  -4.8889999947277829        1.2808113472427599E-005   1.6404777072258136E-010
  -4.8879999946802855        1.2933730550533804E-005   1.6728138595381145E-010
  -4.8869999946327880        1.3059624314067433E-005   1.7055378722458128E-010
  -4.8859999945852906        1.3185797328558788E-005   1.7386525118982807E-010
  -4.8849999945377931        1.3312252163071738E-005   1.7721605765320817E-010
  -4.8839999944902956        1.3438991390251196E-005   1.8060648958724578E-010
  -4.8829999944427982        1.3566017586370526E-005   1.8403683315371440E-010
  -4.8819999943953007        1.3693333331378983E-005   1.8750737772425462E-010
  -4.8809999943478033        1.3820941208949080E-005   1.9101841590122685E-010
  -4.8799999943003058        1.3948843806523985E-005   1.9457024353880252E-010
  -4.8789999942528084        1.4077043715364864E-005   1.9816315976429342E-010
  -4.8779999942053109        1.4205543530598236E-005   2.0179746699972138E-010
  -4.8769999941578135        1.4334345851263300E-005   2.0547347098362938E-010
  -4.8759999941103160        1.4463453280359242E-005   2.0919148079313451E-010
  -4.8749999940628186        1.4592868424892534E-005   2.1295180886622551E-010
  -4.8739999940153211        1.4722593895924237E-005   2.1675477102430561E-010
  -4.8729999939678237        1.4852632308617252E-005   2.2060068649498104E-010
  -4.8719999939203262        1.4982986282283605E-005   2.2448987793509867E-010
  -4.8709999938728288        1.5113658440431683E-005   2.2842267145403186E-010
  -4.8699999938253313        1.5244651410813499E-005   2.3239939663721802E-010
  -4.8689999937778339        1.5375967825471916E-005   2.3642038656994755E-010
  -4.8679999937303364        1.5507610320787872E-005   2.4048597786140651E-010
  -4.8669999936828390        1.5639581537527613E-005   2.4459651066897459E-010
  -4.8659999936353415        1.5771884120889908E-005   2.4875232872277919E-010
  -4.8649999935878441        1.5904520720553254E-005   2.5295377935050779E-010
  -4.8639999935403466        1.6037493990723092E-005   2.5720121350247929E-010
  -4.8629999934928492        1.6170806590178999E-005   2.6149498577697656E-010
  -4.8619999934453517        1.6304461182321903E-005   2.6583545444584178E-010
  -4.8609999933978543        1.6438460435221269E-005   2.7022298148033500E-010
  -4.8599999933503568        1.6572807021662306E-005   2.7465793257725945E-010
  -4.8589999933028594        1.6707503619193170E-005   2.7914067718535290E-010
  -4.8579999932553619        1.6842552910172141E-005   2.8367158853194804E-010
  -4.8569999932078645        1.6977957581814861E-005   2.8825104364990472E-010
  -4.8559999931603670        1.7113720326241509E-005   2.9287942340481176E-010
  -4.8549999931128696        1.7249843840524014E-005   2.9755711252246428E-010
  -4.8539999930653721        1.7386330826733269E-005   3.0228449961661559E-010
  -4.8529999930178747        1.7523183991986358E-005   3.0706197721700698E-010
  -4.8519999929703772        1.7660406048493742E-005   3.1188994179767434E-010
  -4.8509999929228798        1.7797999713606530E-005   3.1676879380553816E-010
  -4.8499999928753823        1.7935967709863685E-005   3.2169893768927279E-010
  -4.8489999928278849        1.8074312765039270E-005   3.2668078192846155E-010
  -4.8479999927803874        1.8213037612189723E-005   3.3171473906303753E-010
  -4.8469999927328900        1.8352144989701079E-005   3.3680122572301039E-010
  -4.8459999926853925        1.8491637641336270E-005   3.4194066265848441E-010
  -4.8449999926378950        1.8631518316282406E-005   3.4713347476996680E-010
  -4.8439999925903976        1.8771789769198069E-005   3.5238009113896930E-010
  -4.8429999925429001        1.8912454760260608E-005   3.5768094505890412E-010
  -4.8419999924954027        1.9053516055213474E-005   3.6303647406627763E-010
  -4.8409999924479052        1.9194976425413549E-005   3.6844711997218191E-010
  -4.8399999924004078        1.9336838647878508E-005   3.7391332889408790E-010
  -4.8389999923529103        1.9479105505334176E-005   3.7943555128794018E-010
  -4.8379999923054129        1.9621779786261906E-005   3.8501424198055635E-010
  -4.8369999922579154        1.9764864284945996E-005   3.9064986020233379E-010
  -4.8359999922104180        1.9908361801521095E-005   3.9634286962026425E-010
  -4.8349999921629205        2.0052275142019639E-005   4.0209373837125870E-010
  -4.8339999921154231        2.0196607118419317E-005   4.0790293909578584E-010
  -4.8329999920679256        2.0341360548690561E-005   4.1377094897182474E-010
  -4.8319999920204282        2.0486538256844017E-005   4.1969824974913351E-010
  -4.8309999919729307        2.0632143072978075E-005   4.2568532778383713E-010
  -4.8299999919254333        2.0778177833326444E-005   4.3173267407333840E-010
  -4.8289999918779358        2.0924645380305677E-005   4.3784078429154771E-010
  -4.8279999918304384        2.1071548562562778E-005   4.4401015882444146E-010
  -4.8269999917829409        2.1218890235022831E-005   4.5024130280594723E-010
  -4.8259999917354435        2.1366673258936633E-005   4.5653472615415780E-010
  -4.8249999916879460        2.1514900501928366E-005   4.6289094360787748E-010
  -4.8239999916404486        2.1663574838043288E-005   4.6931047476350229E-010
  -4.8229999915929511        2.1812699147795478E-005   4.7579384411223754E-010
  -4.8219999915454537        2.1962276318215553E-005   4.8234158107765164E-010
  -4.8209999914979562        2.2112309242898488E-005   4.8895422005357394E-010
  -4.8199999914504588        2.2262800822051394E-005   4.9563230044233223E-010
  -4.8189999914029613        2.2413753962541387E-005   5.0237636669333975E-010
  -4.8179999913554639        2.2565171577943475E-005   5.0918696834202795E-010
  -4.8169999913079664        2.2717056588588429E-005   5.1606466004912900E-010
  -4.8159999912604690        2.2869411921610734E-005   5.2301000164031119E-010
  -4.8149999912129715        2.3022240510996590E-005   5.3002355814617258E-010
  -4.8139999911654741        2.3175545297631906E-005   5.3710589984258831E-010
  -4.8129999911179766        2.3329329229350321E-005   5.4425760229141923E-010
  -4.8119999910704792        2.3483595260981327E-005   5.5147924638158466E-010
  -4.8109999910229817        2.3638346354398358E-005   5.5877141837049808E-010
  -4.8099999909754843        2.3793585478566969E-005   5.6613470992587291E-010
  -4.8089999909279868        2.3949315609592999E-005   5.7356971816789483E-010
  -4.8079999908804893        2.4105539730770819E-005   5.8107704571177050E-010
  -4.8069999908329919        2.4262260832631605E-005   5.8865730071064966E-010
  -4.8059999907854944        2.4419481912991647E-005   5.9631109689892617E-010
  -4.8049999907379970        2.4577205977000700E-005   6.0403905363591893E-010
  -4.8039999906904995        2.4735436037190376E-005   6.1184179594993635E-010
  -4.8029999906430021        2.4894175113522596E-005   6.1971995458272772E-010
  -4.8019999905955046        2.5053426233438046E-005   6.2767416603432164E-010
  -4.8009999905480072        2.5213192431904735E-005   6.3570507260825818E-010
  -4.7999999905005097        2.5373476751466527E-005   6.4381332245721236E-010
  -4.7989999904530123        2.5534282242291767E-005   6.5199956962901660E-010
  -4.7979999904055148        2.5695611962221952E-005   6.6026447411308385E-010
  -4.7969999903580174        2.5857468976820428E-005   6.6860870188723090E-010
  -4.7959999903105199        2.6019856359421132E-005   6.7703292496490830E-010
  -4.7949999902630225        2.6182777191177433E-005   6.8553782144284122E-010
  -4.7939999902155250        2.6346234561110937E-005   6.9412407554907643E-010
  -4.7929999901680276        2.6510231566160394E-005   7.0279237769144692E-010
  -4.7919999901205301        2.6674771311230660E-005   7.1154342450645427E-010
  -4.7909999900730327        2.6839856909241713E-005   7.2037791890857012E-010
  -4.7899999900255352        2.7005491481177672E-005   7.2929657013995976E-010
  -4.7889999899780378        2.7171678156135917E-005   7.3830009382063373E-010
  -4.7879999899305403        2.7338420071376231E-005   7.4738921199902675E-010
  -4.7869999898830429        2.7505720372370030E-005   7.5656465320301172E-010
  -4.7859999898355454        2.7673582212849625E-005   7.6582715249134708E-010
  -4.7849999897880480        2.7842008754857511E-005   7.7517745150556231E-010
  -4.7839999897405505        2.8011003168795785E-005   7.8461629852228752E-010
  -4.7829999896930531        2.8180568633475540E-005   7.9414444850602546E-010
  -4.7819999896455556        2.8350708336166382E-005   8.0376266316237402E-010
  -4.7809999895980582        2.8521425472645949E-005   8.1347171099169717E-010
  -4.7799999895505607        2.8692723247249521E-005   8.2327236734325304E-010
  -4.7789999895030633        2.8864604872919686E-005   8.3316541446977886E-010
  -4.7779999894555658        2.9037073571256068E-005   8.4315164158253764E-010
  -4.7769999894080684        2.9210132572565091E-005   8.5323184490682814E-010
  -4.7759999893605709        2.9383785115909829E-005   8.6340682773796394E-010
  -4.7749999893130735        2.9558034449159898E-005   8.7367740049772329E-010
  -4.7739999892655760        2.9732883829041447E-005   8.8404438079127441E-010
  -4.7729999892180786        2.9908336521187160E-005   8.9450859346457762E-010
  -4.7719999891705811        3.0084395800186373E-005   9.0507087066227151E-010
  -4.7709999891230837        3.0261064949635199E-005   9.1573205188603997E-010
  -4.7699999890755862        3.0438347262186789E-005   9.2649298405347401E-010
  -4.7689999890280887        3.0616246039601575E-005   9.3735452155741912E-010
  -4.7679999889805913        3.0794764592797635E-005   9.4831752632582279E-010
  -4.7669999889330938        3.0973906241901125E-005   9.5938286788208140E-010
  -4.7659999888855964        3.1153674316296768E-005   9.7055142340588892E-010
  -4.7649999888380989        3.1334072154678386E-005   9.8182407779459132E-010
  -4.7639999887906015        3.1515103105099544E-005   9.9320172372505492E-010
  -4.7629999887431040        3.1696770525024207E-005   1.0046852617160434E-009
  -4.7619999886956066        3.1879077781377541E-005   1.0162756001911192E-009
  -4.7609999886481091        3.2062028250596739E-005   1.0279736555420634E-009
  -4.7599999886006117        3.2245625318681906E-005   1.0397803521928196E-009
  -4.7589999885531142        3.2429872381247045E-005   1.0516966226639699E-009
  -4.7579999885056168        3.2614772843571112E-005   1.0637234076377436E-009
  -4.7569999884581193        3.2800330120649117E-005   1.0758616560235616E-009
  -4.7559999884106219        3.2986547637243339E-005   1.0881123250241241E-009
  -4.7549999883631244        3.3173428827934590E-005   1.1004763802020417E-009
  -4.7539999883156270        3.3360977137173542E-005   1.1129547955470157E-009
  -4.7529999882681295        3.3549196019332175E-005   1.1255485535435738E-009
  -4.7519999882206321        3.3738088938755267E-005   1.1382586452393604E-009
  -4.7509999881731346        3.3927659369811940E-005   1.1510860703139879E-009
  -4.7499999881256372        3.4117910796947342E-005   1.1640318371484560E-009
  -4.7489999880781397        3.4308846714734368E-005   1.1770969628951393E-009
  -4.7479999880306423        3.4500470627925457E-005   1.1902824735483472E-009
  -4.7469999879831448        3.4692786051504498E-005   1.2035894040154651E-009
  -4.7459999879356474        3.4885796510738769E-005   1.2170187981886732E-009
  -4.7449999878881499        3.5079505541231003E-005   1.2305717090172567E-009
  -4.7439999878406525        3.5273916688971522E-005   1.2442491985805038E-009
  -4.7429999877931550        3.5469033510390449E-005   1.2580523381612006E-009
  -4.7419999877456576        3.5664859572409991E-005   1.2719822083197246E-009
  -4.7409999876981601        3.5861398452496808E-005   1.2860398989687405E-009
  -4.7399999876506627        3.6058653738714502E-005   1.3002265094485093E-009
  -4.7389999876031652        3.6256629029776136E-005   1.3145431486028056E-009
  -4.7379999875556678        3.6455327935096893E-005   1.3289909348554559E-009
  -4.7369999875081703        3.6654754074846760E-005   1.3435709962874952E-009
  -4.7359999874606729        3.6854911080003321E-005   1.3582844707149515E-009
  -4.7349999874131754        3.7055802592404703E-005   1.3731325057672672E-009
  -4.7339999873656780        3.7257432264802511E-005   1.3881162589663471E-009
  -4.7329999873181805        3.7459803760914896E-005   1.4032368978062538E-009
  -4.7319999872706831        3.7662920755479714E-005   1.4184955998335446E-009
  -4.7309999872231856        3.7866786934307769E-005   1.4338935527282617E-009
  -4.7299999871756881        3.8071405994336154E-005   1.4494319543855749E-009
  -4.7289999871281907        3.8276781643681649E-005   1.4651120129980845E-009
  -4.7279999870806932        3.8482917601694256E-005   1.4809349471387896E-009
  -4.7269999870331958        3.8689817599010828E-005   1.4969019858447279E-009
  -4.7259999869856983        3.8897485377608701E-005   1.5130143687012828E-009
  -4.7249999869382009        3.9105924690859547E-005   1.5292733459271784E-009
  -4.7239999868907034        3.9315139303583255E-005   1.5456801784601567E-009
  -4.7229999868432060        3.9525132992101854E-005   1.5622361380433385E-009
  -4.7219999867957085        3.9735909544293653E-005   1.5789425073122875E-009
  -4.7209999867482111        3.9947472759647391E-005   1.5958005798827702E-009
  -4.7199999867007136        4.0159826449316500E-005   1.6128116604392212E-009
  -4.7189999866532162        4.0372974436173453E-005   1.6299770648239152E-009
  -4.7179999866057187        4.0586920554864237E-005   1.6472981201268612E-009
  -4.7169999865582213        4.0801668651862900E-005   1.6647761647764117E-009
  -4.7159999865107238        4.1017222585526247E-005   1.6824125486306045E-009
  -4.7149999864632264        4.1233586226148547E-005   1.7002086330692272E-009
  -4.7139999864157289        4.1450763456016401E-005   1.7181657910866247E-009
  -4.7129999863682315        4.1668758169463708E-005   1.7362854073852486E-009
  -4.7119999863207340        4.1887574272926698E-005   1.7545688784699506E-009
  -4.7109999862732366        4.2107215684999119E-005   1.7730176127430358E-009
  -4.7099999862257391        4.2327686336487497E-005   1.7916330306000703E-009
  -4.7089999861782417        4.2548990170466459E-005   1.8104165645264514E-009
  -4.7079999861307442        4.2771131142334216E-005   1.8293696591947519E-009
  -4.7069999860832468        4.2994113219868155E-005   1.8484937715628417E-009
  -4.7059999860357493        4.3217940383280479E-005   1.8677903709727855E-009
  -4.7049999859882519        4.3442616625274037E-005   1.8872609392505363E-009
  -4.7039999859407544        4.3668145951098120E-005   1.9069069708064071E-009
  -4.7029999858932570        4.3894532378604495E-005   1.9267299727363582E-009
  -4.7019999858457595        4.4121779938303557E-005   1.9467314649240861E-009
  -4.7009999857982621        4.4349892673420451E-005   1.9669129801439131E-009
  -4.6999999857507646        4.4578874639951420E-005   1.9872760641645037E-009
  -4.6989999857032672        4.4808729906720238E-005   2.0078222758534048E-009
  -4.6979999856557697        4.5039462555434663E-005   2.0285531872824010E-009
  -4.6969999856082723        4.5271076680743184E-005   2.0494703838337294E-009
  -4.6959999855607748        4.5503576390291705E-005   2.0705754643071126E-009
  -4.6949999855132774        4.5736965804780434E-005   2.0918700410276548E-009
  -4.6939999854657799        4.5971249058020820E-005   2.1133557399545802E-009
  -4.6929999854182824        4.6206430296992656E-005   2.1350342007908408E-009
  -4.6919999853707850        4.6442513681901276E-005   2.1569070770935871E-009
  -4.6909999853232875        4.6679503386234861E-005   2.1789760363855119E-009
  -4.6899999852757901        4.6917403596821875E-005   2.2012427602670743E-009
  -4.6889999852282926        4.7156218513888557E-005   2.2237089445296061E-009
  -4.6879999851807952        4.7395952351116617E-005   2.2463762992693169E-009
  -4.6869999851332977        4.7636609335700985E-005   2.2692465490021943E-009
  -4.6859999850858003        4.7878193708407731E-005   2.2923214327798138E-009
  -4.6849999850383028        4.8120709723632003E-005   2.3156027043060518E-009
  -4.6839999849908054        4.8364161649456190E-005   2.3390921320547289E-009
  -4.6829999849433079        4.8608553767708134E-005   2.3627914993881725E-009
  -4.6819999848958105        4.8853890374019476E-005   2.3867026046767130E-009
  -4.6809999848483130        4.9100175777884145E-005   2.4108272614191208E-009
  -4.6799999848008156        4.9347414302716978E-005   2.4351672983639963E-009
  -4.6789999847533181        4.9595610285912370E-005   2.4597245596320969E-009
  -4.6779999847058207        4.9844768078903132E-005   2.4845009048396408E-009
  -4.6769999846583232        5.0094892047219449E-005   2.5094982092225703E-009
  -4.6759999846108258        5.0345986570547980E-005   2.5347183637617976E-009
  -4.6749999845633283        5.0598056042791040E-005   2.5601632753094228E-009
  -4.6739999845158309        5.0851104872125861E-005   2.5858348667159424E-009
  -4.6729999844683334        5.1105137481064123E-005   2.6117350769584651E-009
  -4.6719999844208360        5.1360158306511450E-005   2.6378658612699173E-009
  -4.6709999843733385        5.1616171799827174E-005   2.6642291912692738E-009
  -4.6699999843258411        5.1873182426884108E-005   2.6908270550927982E-009
  -4.6689999842783436        5.2131194668128493E-005   2.7176614575263087E-009
  -4.6679999842308462        5.2390213018640045E-005   2.7447344201384809E-009
  -4.6669999841833487        5.2650241988192260E-005   2.7720479814152033E-009
  -4.6659999841358513        5.2911286101312558E-005   2.7996041968949516E-009
  -4.6649999840883538        5.3173349897342918E-005   2.8274051393052582E-009
  -4.6639999840408564        5.3436437930500336E-005   2.8554528987002149E-009
  -4.6629999839933589        5.3700554769937567E-005   2.8837495825990642E-009
  -4.6619999839458615        5.3965704999804015E-005   2.9122973161258719E-009
  -4.6609999838983640        5.4231893219306614E-005   2.9410982421502747E-009
  -4.6599999838508666        5.4499124042771017E-005   2.9701545214293420E-009
  -4.6589999838033691        5.4767402099702777E-005   2.9994683327505281E-009
  -4.6579999837558717        5.5036732034848699E-005   3.0290418730757412E-009
  -4.6569999837083742        5.5307118508258434E-005   3.0588773576865428E-009
  -4.6559999836608768        5.5578566195345981E-005   3.0889770203304551E-009
  -4.6549999836133793        5.5851079786951512E-005   3.1193431133684239E-009
  -4.6539999835658818        5.6124663989403248E-005   3.1499779079234176E-009
  -4.6529999835183844        5.6399323524579563E-005   3.1808836940301935E-009
  -4.6519999834708869        5.6675063129971054E-005   3.2120627807862043E-009
  -4.6509999834233895        5.6951887558742916E-005   3.2435174965036962E-009
  -4.6499999833758920        5.7229801579797334E-005   3.2752501888629733E-009
  -4.6489999833283946        5.7508809977836104E-005   3.3072632250668612E-009
  -4.6479999832808971        5.7788917553423333E-005   3.3395589919963593E-009
  -4.6469999832333997        5.8070129123048264E-005   3.3721398963674982E-009
  -4.6459999831859022        5.8352449519188331E-005   3.4050083648894226E-009
  -4.6449999831384048        5.8635883590372199E-005   3.4381668444236795E-009
  -4.6439999830909073        5.8920436201243147E-005   3.4716178021447641E-009
  -4.6429999830434099        5.9206112232622402E-005   3.5053637257018800E-009
  -4.6419999829959124        5.9492916581572704E-005   3.5394071233819683E-009
  -4.6409999829484150        5.9780854161462013E-005   3.5737505242739899E-009
  -4.6399999829009175        6.0069929902027339E-005   3.6083964784344781E-009
  -4.6389999828534201        6.0360148749438729E-005   3.6433475570543698E-009
  -4.6379999828059226        6.0651515666363403E-005   3.6786063526271253E-009
  -4.6369999827584252        6.0944035632029965E-005   3.7141754791181380E-009
  -4.6359999827109277        6.1237713642292867E-005   3.7500575721354622E-009
  -4.6349999826634303        6.1532554709696952E-005   3.7862552891018486E-009
  -4.6339999826159328        6.1828563863542153E-005   3.8227713094281108E-009
  -4.6329999825684354        6.2125746149948325E-005   3.8596083346878193E-009
  -4.6319999825209379        6.2424106631920264E-005   3.8967690887933514E-009
  -4.6309999824734405        6.2723650389412820E-005   3.9342563181732868E-009
  -4.6299999824259430        6.3024382519396216E-005   3.9720727919511753E-009
  -4.6289999823784456        6.3326308135921452E-005   4.0102213021256716E-009
  -4.6279999823309481        6.3629432370185916E-005   4.0487046637520635E-009
  -4.6269999822834507        6.3933760370599098E-005   4.0875257151251879E-009
  -4.6259999822359532        6.4239297302848470E-005   4.1266873179637547E-009
  -4.6249999821884558        6.4546048349965553E-005   4.1661923575960905E-009
  -4.6239999821409583        6.4854018712392055E-005   4.2060437431472988E-009
  -4.6229999820934609        6.5163213608046249E-005   4.2462444077278635E-009
  -4.6219999820459634        6.5473638272389452E-005   4.2867973086237008E-009
  -4.6209999819984660        6.5785297958492685E-005   4.3277054274876621E-009
  -4.6199999819509685        6.6098197937103384E-005   4.3689717705324982E-009
  -4.6189999819034711        6.6412343496712438E-005   4.4105993687253229E-009
  -4.6179999818559736        6.6727739943621268E-005   4.4525912779835489E-009
  -4.6169999818084762        6.7044392602009080E-005   4.4949505793723297E-009
  -4.6159999817609787        6.7362306814000241E-005   4.5376803793035032E-009
  -4.6149999817134812        6.7681487939731905E-005   4.5807838097360750E-009
  -4.6139999816659838        6.8001941357421716E-005   4.6242640283782221E-009
  -4.6129999816184863        6.8323672463435688E-005   4.6681242188908397E-009
  -4.6119999815709889        6.8646686672356230E-005   4.7123675910926503E-009
  -4.6109999815234914        6.8970989417050391E-005   4.7569973811668767E-009
  -4.6099999814759940        6.9296586148738116E-005   4.8020168518694838E-009
  -4.6089999814284965        6.9623482337060884E-005   4.8474292927390291E-009
  -4.6079999813809991        6.9951683470150330E-005   4.8932380203081031E-009
  -4.6069999813335016        7.0281195054697031E-005   4.9394463783163706E-009
  -4.6059999812860042        7.0612022616019579E-005   4.9860577379252601E-009
  -4.6049999812385067        7.0944171698133715E-005   5.0330754979342764E-009
  -4.6039999811910093        7.1277647863821634E-005   5.0805030849989569E-009
