# Eigenvalor 0 =     0.4999
 # X      Psi(x)     |Psi(x)|^2
  -2.9519999027252197        9.6227853196331342E-003   9.2597997307746960E-005
  -2.9509999026777223        9.6512292488857392E-003   9.3146226014547591E-005
  -2.9499999026302248        9.6797475756731574E-003   9.3697513128750368E-005
  -2.9489999025827274        9.7083404627117641E-003   9.4251874539926468E-005
  -2.9479999025352299        9.7370080729746629E-003   9.4809326213173763E-005
  -2.9469999024877325        9.7657505696917765E-003   9.5369884189435252E-005
  -2.9459999024402350        9.7945681163499592E-003   9.5933564585819181E-005
  -2.9449999023927376        9.8234608766930975E-003   9.6500383595919922E-005
  -2.9439999023452401        9.8524290147222124E-003   9.7070357490140101E-005
  -2.9429999022977427        9.8814726946955637E-003   9.7643502616014008E-005
  -2.9419999022502452        9.9105920811287454E-003   9.8219835398531794E-005
  -2.9409999022027478        9.9397873387947876E-003   9.8799372340465169E-005
  -2.9399999021552503        9.9690586327242613E-003   9.9382130022694114E-005
  -2.9389999021077529        9.9984061282053661E-003   9.9968125104534617E-005
  -2.9379999020602554        1.0027829990784030E-002   1.0055737432406764E-004
  -2.9369999020127580        1.0057330386264007E-002   1.0114989449846932E-004
  -2.9359999019652605        1.0086907480706975E-002   1.0174570252434234E-004
  -2.9349999019177631        1.0116561440432621E-002   1.0234481537804814E-004
  -2.9339999018702656        1.0146292432018740E-002   1.0294725011604076E-004
  -2.9329999018227682        1.0176100622301327E-002   1.0355302387520146E-004
  -2.9319999017752707        1.0205986178374659E-002   1.0416215387317457E-004
  -2.9309999017277732        1.0235949267591391E-002   1.0477465740870474E-004
  -2.9299999016802758        1.0265990057562647E-002   1.0539055186197511E-004
  -2.9289999016327783        1.0296108716158100E-002   1.0600985469494680E-004
  -2.9279999015852809        1.0326305411506066E-002   1.0663258345169946E-004
  -2.9269999015377834        1.0356580311993586E-002   1.0725875575877317E-004
  -2.9259999014902860        1.0386933586266510E-002   1.0788838932551126E-004
  -2.9249999014427885        1.0417365403229576E-002   1.0852150194440451E-004
  -2.9239999013952911        1.0447875932046501E-002   1.0915811149143655E-004
  -2.9229999013477936        1.0478465342140055E-002   1.0979823592643031E-004
  -2.9219999013002962        1.0509133803192140E-002   1.1044189329339570E-004
  -2.9209999012527987        1.0539881485143881E-002   1.1108910172087878E-004
  -2.9199999012053013        1.0570708558195691E-002   1.1173987942231162E-004
  -2.9189999011578038        1.0601615192807350E-002   1.1239424469636363E-004
  -2.9179999011103064        1.0632601559698087E-002   1.1305221592729418E-004
  -2.9169999010628089        1.0663667829846650E-002   1.1371381158530635E-004
  -2.9159999010153115        1.0694814174491380E-002   1.1437905022690174E-004
  -2.9149999009678140        1.0726040765130281E-002   1.1504795049523659E-004
  -2.9139999009203166        1.0757347773521100E-002   1.1572053112047937E-004
  -2.9129999008728191        1.0788735371681389E-002   1.1639681092016916E-004
  -2.9119999008253217        1.0820203731888581E-002   1.1707680879957559E-004
  -2.9109999007778242        1.0851753026680044E-002   1.1776054375205950E-004
  -2.9099999007303268        1.0883383428853168E-002   1.1844803485943575E-004
  -2.9089999006828293        1.0915095111465423E-002   1.1913930129233639E-004
  -2.9079999006353319        1.0946888247834411E-002   1.1983436231057514E-004
  -2.9069999005878344        1.0978763011537948E-002   1.2053323726351380E-004
  -2.9059999005403370        1.1010719576414120E-002   1.2123594559042913E-004
  -2.9049999004928395        1.1042758116561344E-002   1.2194250682088144E-004
  -2.9039999004453421        1.1074878806338421E-002   1.2265294057508394E-004
  -2.9029999003978446        1.1107081820364611E-002   1.2336726656427403E-004
  -2.9019999003503472        1.1139367333519674E-002   1.2408550459108521E-004
  -2.9009999003028497        1.1171735520943950E-002   1.2480767454992078E-004
  -2.8999999002553523        1.1204186558038383E-002   1.2553379642732797E-004
  -2.8989999002078548        1.1236720620464607E-002   1.2626389030237451E-004
  -2.8979999001603574        1.1269337884144980E-002   1.2699797634702526E-004
  -2.8969999001128599        1.1302038525262646E-002   1.2773607482652105E-004
  -2.8959999000653625        1.1334822720261576E-002   1.2847820609975801E-004
  -2.8949999000178650        1.1367690645846628E-002   1.2922439061966893E-004
  -2.8939998999703676        1.1400642478983595E-002   1.2997464893360522E-004
  -2.8929998999228701        1.1433678396899240E-002   1.3072900168372038E-004
  -2.8919998998753726        1.1466798577081360E-002   1.3148746960735510E-004
  -2.8909998998278752        1.1500003197278830E-002   1.3225007353742332E-004
  -2.8899998997803777        1.1533292435501628E-002   1.3301683440279909E-004
  -2.8889998997328803        1.1566666470020897E-002   1.3378777322870569E-004
  -2.8879998996853828        1.1600125479368985E-002   1.3456291113710553E-004
  -2.8869998996378854        1.1633669642339483E-002   1.3534226934709128E-004
  -2.8859998995903879        1.1667299137987254E-002   1.3612586917527813E-004
  -2.8849998995428905        1.1701014145628488E-002   1.3691373203619797E-004
  -2.8839998994953930        1.1734814844840727E-002   1.3770587944269430E-004
  -2.8829998994478956        1.1768701415462910E-002   1.3850233300631871E-004
  -2.8819998994003981        1.1802674037595409E-002   1.3930311443772871E-004
  -2.8809998993529007        1.1836732891600050E-002   1.4010824554708647E-004
  -2.8799998993054032        1.1870878158100151E-002   1.4091774824445924E-004
  -2.8789998992579058        1.1905110017980558E-002   1.4173164454022103E-004
  -2.8779998992104083        1.1939428652387665E-002   1.4254995654545554E-004
  -2.8769998991629109        1.1973834242729449E-002   1.4337270647236030E-004
  -2.8759998991154134        1.2008326970675503E-002   1.4419991663465270E-004
  -2.8749998990679160        1.2042907018157056E-002   1.4503160944797646E-004
  -2.8739998990204185        1.2077574567366998E-002   1.4586780743031013E-004
  -2.8729998989729211        1.2112329800759903E-002   1.4670853320237644E-004
  -2.8719998989254236        1.2147172901052054E-002   1.4755380948805336E-004
  -2.8709998988779262        1.2182104051221455E-002   1.4840365911478618E-004
  -2.8699998988304287        1.2217123434507871E-002   1.4925810501400139E-004
  -2.8689998987829313        1.2252231234412827E-002   1.5011717022152124E-004
  -2.8679998987354338        1.2287427634699626E-002   1.5098087787798005E-004
  -2.8669998986879364        1.2322712819393386E-002   1.5184925122924210E-004
  -2.8659998986404389        1.2358086972781034E-002   1.5272231362682028E-004
  -2.8649998985929415        1.2393550279411322E-002   1.5360008852829645E-004
  -2.8639998985454440        1.2429102924094852E-002   1.5448259949774320E-004
  -2.8629998984979466        1.2464745091904072E-002   1.5536987020614665E-004
  -2.8619998984504491        1.2500476968173302E-002   1.5626192443183117E-004
  -2.8609998984029517        1.2536298738498722E-002   1.5715878606088464E-004
  -2.8599998983554542        1.2572210588738400E-002   1.5806047908758594E-004
  -2.8589998983079568        1.2608212705012280E-002   1.5896702761483307E-004
  -2.8579998982604593        1.2644305273702201E-002   1.5987845585457329E-004
  -2.8569998982129619        1.2680488481451898E-002   1.6079478812823424E-004
  -2.8559998981654644        1.2716762515166994E-002   1.6171604886715637E-004
  -2.8549998981179669        1.2753127562015002E-002   1.6264226261302671E-004
  -2.8539998980704695        1.2789583809425343E-002   1.6357345401831486E-004
  -2.8529998980229720        1.2826131445089321E-002   1.6450964784670905E-004
  -2.8519998979754746        1.2862770656960131E-002   1.6545086897355455E-004
  -2.8509998979279771        1.2899501633252862E-002   1.6639714238629325E-004
  -2.8499998978804797        1.2936324562444479E-002   1.6734849318490434E-004
  -2.8489998978329822        1.2973239633273811E-002   1.6830494658234642E-004
  -2.8479998977854848        1.3010247034741563E-002   1.6926652790500164E-004
  -2.8469998977379873        1.3047346956110289E-002   1.7023326259312045E-004
  -2.8459998976904899        1.3084539586904389E-002   1.7120517620126808E-004
  -2.8449998976429924        1.3121825116910084E-002   1.7218229439877234E-004
  -2.8439998975954950        1.3159203736175422E-002   1.7316464297017318E-004
  -2.8429998975479975        1.3196675635010240E-002   1.7415224781567294E-004
  -2.8419998975005001        1.3234241003986170E-002   1.7514513495158886E-004
  -2.8409998974530026        1.3271900033936607E-002   1.7614333051080649E-004
  -2.8399998974055052        1.3309652915956694E-002   1.7714686074323454E-004
  -2.8389998973580077        1.3347499841403303E-002   1.7815575201626121E-004
  -2.8379998973105103        1.3385441001895017E-002   1.7917003081521226E-004
  -2.8369998972630128        1.3423476589312087E-002   1.8018972374380965E-004
  -2.8359998972155154        1.3461606795796438E-002   1.8121485752463286E-004
  -2.8349998971680179        1.3499831813751608E-002   1.8224545899958003E-004
  -2.8339998971205205        1.3538151835842753E-002   1.8328155513033250E-004
  -2.8329998970730230        1.3576567054996588E-002   1.8432317299881874E-004
  -2.8319998970255256        1.3615077664401383E-002   1.8537033980768142E-004
  -2.8309998969780281        1.3653683857506916E-002   1.8642308288074492E-004
  -2.8299998969305307        1.3692385828024446E-002   1.8748142966348467E-004
  -2.8289998968830332        1.3731183769926677E-002   1.8854540772349779E-004
  -2.8279998968355358        1.3770077877447729E-002   1.8961504475097535E-004
  -2.8269998967880383        1.3809068345083084E-002   1.9069036855917567E-004
  -2.8259998967405409        1.3848155367589564E-002   1.9177140708489965E-004
  -2.8249998966930434        1.3887339139985270E-002   1.9285818838896682E-004
  -2.8239998966455460        1.3926619857549571E-002   1.9395074065669401E-004
  -2.8229998965980485        1.3965997715823032E-002   1.9504909219837413E-004
  -2.8219998965505511        1.4005472910607386E-002   1.9615327144975733E-004
  -2.8209998965030536        1.4045045637965485E-002   1.9726330697253329E-004
  -2.8199998964555562        1.4084716094221249E-002   1.9837922745481509E-004
  -2.8189998964080587        1.4124484475959627E-002   1.9950106171162451E-004
  -2.8179998963605613        1.4164350980026535E-002   2.0062883868537866E-004
  -2.8169998963130638        1.4204315803528808E-002   2.0176258744637824E-004
  -2.8159998962655663        1.4244379143834147E-002   2.0290233719329724E-004
  -2.8149998962180689        1.4284541198571072E-002   2.0404811725367429E-004
  -2.8139998961705714        1.4324802165628850E-002   2.0519995708440499E-004
  -2.8129998961230740        1.4365162243157455E-002   2.0635788627223651E-004
  -2.8119998960755765        1.4405621629567494E-002   2.0752193453426284E-004
  -2.8109998960280791        1.4446180523530158E-002   2.0869213171842207E-004
  -2.8099998959805816        1.4486839123977165E-002   2.0986850780399549E-004
  -2.8089998959330842        1.4527597630100668E-002   2.1105109290210652E-004
  -2.8079998958855867        1.4568456241353226E-002   2.1223991725622377E-004
  -2.8069998958380893        1.4609415157447715E-002   2.1343501124266304E-004
  -2.8059998957905918        1.4650474578357270E-002   2.1463640537109263E-004
  -2.8049998957430944        1.4691634704315209E-002   2.1584413028503903E-004
  -2.8039998956955969        1.4732895735814962E-002   2.1705821676239469E-004
  -2.8029998956480995        1.4774257873610015E-002   2.1827869571592752E-004
  -2.8019998956006020        1.4815721318713809E-002   2.1950559819379085E-004
  -2.8009998955531046        1.4857286272399683E-002   2.2073895538003607E-004
  -2.7999998955056071        1.4898952936200799E-002   2.2197879859512642E-004
  -2.7989998954581097        1.4940721511910055E-002   2.2322515929645186E-004
  -2.7979998954106122        1.4982592201580002E-002   2.2447806907884590E-004
  -2.7969998953631148        1.5024565207522773E-002   2.2573755967510384E-004
  -2.7959998953156173        1.5066640732309998E-002   2.2700366295650277E-004
  -2.7949998952681199        1.5108818978772713E-002   2.2827641093332255E-004
  -2.7939998952206224        1.5151100150001283E-002   2.2955583575536890E-004
  -2.7929998951731250        1.5193484449345311E-002   2.3084196971249779E-004
  -2.7919998951256275        1.5235972080413544E-002   2.3213484523514102E-004
  -2.7909998950781301        1.5278563247073790E-002   2.3343449489483402E-004
  -2.7899998950306326        1.5321258153452814E-002   2.3474095140474431E-004
  -2.7889998949831352        1.5364057003936260E-002   2.3605424762020283E-004
  -2.7879998949356377        1.5406960003168539E-002   2.3737441653923512E-004
  -2.7869998948881403        1.5449967356052750E-002   2.3870149130309561E-004
  -2.7859998948406428        1.5493079267750572E-002   2.4003550519680259E-004
  -2.7849998947931454        1.5536295943682161E-002   2.4137649164967476E-004
  -2.7839998947456479        1.5579617589526053E-002   2.4272448423586960E-004
  -2.7829998946981505        1.5623044411219067E-002   2.4407951667492332E-004
  -2.7819998946506530        1.5666576614956185E-002   2.4544162283229198E-004
  -2.7809998946031556        1.5710214407190462E-002   2.4681083671989474E-004
  -2.7799998945556581        1.5753957994632903E-002   2.4818719249665796E-004
  -2.7789998945081607        1.5797807584252362E-002   2.4957072446906147E-004
  -2.7779998944606632        1.5841763383275437E-002   2.5096146709168641E-004
  -2.7769998944131657        1.5885825599186346E-002   2.5235945496776422E-004
  -2.7759998943656683        1.5929994439726806E-002   2.5376472284972698E-004
  -2.7749998943181708        1.5974270112895945E-002   2.5517730563976061E-004
  -2.7739998942706734        1.6018652826950155E-002   2.5659723839035819E-004
  -2.7729998942231759        1.6063142790402992E-002   2.5802455630487563E-004
  -2.7719998941756785        1.6107740212025046E-002   2.5945929473808867E-004
  -2.7709998941281810        1.6152445300843820E-002   2.6090148919675159E-004
  -2.7699998940806836        1.6197258266143613E-002   2.6235117534015762E-004
  -2.7689998940331861        1.6242179317465383E-002   2.6380838898070022E-004
  -2.7679998939856887        1.6287208664606631E-002   2.6527316608443733E-004
  -2.7669998939381912        1.6332346517621270E-002   2.6674554277165562E-004
  -2.7659998938906938        1.6377593086819475E-002   2.6822555531743703E-004
  -2.7649998938431963        1.6422948582767584E-002   2.6971324015222779E-004
  -2.7639998937956989        1.6468413216287937E-002   2.7120863386240717E-004
  -2.7629998937482014        1.6513987198458761E-002   2.7271177319085983E-004
  -2.7619998937007040        1.6559670740614010E-002   2.7422269503754772E-004
  -2.7609998936532065        1.6605464054343246E-002   2.7574143646008560E-004
  -2.7599998936057091        1.6651367351491489E-002   2.7726803467431670E-004
  -2.7589998935582116        1.6697380844159088E-002   2.7880252705489087E-004
  -2.7579998935107142        1.6743504744701550E-002   2.8034495113584329E-004
  -2.7569998934632167        1.6789739265729419E-002   2.8189534461117624E-004
  -2.7559998934157193        1.6836084620108122E-002   2.8345374533544123E-004
  -2.7549998933682218        1.6882541020957813E-002   2.8502019132432328E-004
  -2.7539998933207244        1.6929108681653243E-002   2.8659472075522719E-004
  -2.7529998932732269        1.6975787815823581E-002   2.8817737196786436E-004
  -2.7519998932257295        1.7022578637352282E-002   2.8976818346484226E-004
  -2.7509998931782320        1.7069481360376913E-002   2.9136719391225486E-004
  -2.7499998931307346        1.7116496199289011E-002   2.9297444214027517E-004
  -2.7489998930832371        1.7163623368733918E-002   2.9458996714374903E-004
  -2.7479998930357397        1.7210863083610618E-002   2.9621380808279082E-004
  -2.7469998929882422        1.7258215559071581E-002   2.9784600428338039E-004
  -2.7459998929407448        1.7305681010522579E-002   2.9948659523796180E-004
  -2.7449998928932473        1.7353259653622562E-002   3.0113562060604465E-004
  -2.7439998928457499        1.7400951704283445E-002   3.0279312021480495E-004
  -2.7429998927982524        1.7448757378669959E-002   3.0445913405968933E-004
  -2.7419998927507550        1.7496676893199482E-002   3.0613370230502066E-004
  -2.7409998927032575        1.7544710464541872E-002   3.0781686528460507E-004
  -2.7399998926557600        1.7592858309619274E-002   3.0950866350233994E-004
  -2.7389998926082626        1.7641120645605950E-002   3.1120913763282452E-004
  -2.7379998925607651        1.7689497689928117E-002   3.1291832852197219E-004
  -2.7369998925132677        1.7737989660263749E-002   3.1463627718762369E-004
  -2.7359998924657702        1.7786596774542397E-002   3.1636302482016199E-004
  -2.7349998924182728        1.7835319250945020E-002   3.1809861278313007E-004
  -2.7339998923707753        1.7884157307903780E-002   3.1984308261384816E-004
  -2.7329998923232779        1.7933111164101869E-002   3.2159647602403508E-004
  -2.7319998922757804        1.7982181038473325E-002   3.2335883490042960E-004
  -2.7309998922282830        1.8031367150202825E-002   3.2513020130541355E-004
  -2.7299998921807855        1.8080669718725500E-002   3.2691061747763724E-004
  -2.7289998921332881        1.8130088963726743E-002   3.2870012583264624E-004
  -2.7279998920857906        1.8179625105142028E-002   3.3049876896351030E-004
  -2.7269998920382932        1.8229278363156680E-002   3.3230658964145230E-004
  -2.7259998919907957        1.8279048958205688E-002   3.3412363081648046E-004
  -2.7249998919432983        1.8328937110973526E-002   3.3594993561802250E-004
  -2.7239998918958008        1.8378943042393930E-002   3.3778554735556024E-004
  -2.7229998918483034        1.8429066973649690E-002   3.3963050951926575E-004
  -2.7219998918008059        1.8479309126172447E-002   3.4148486578064029E-004
  -2.7209998917533085        1.8529669721642508E-002   3.4334865999315517E-004
  -2.7199998917058110        1.8580148981988603E-002   3.4522193619289214E-004
  -2.7189998916583136        1.8630747129387677E-002   3.4710473859918717E-004
  -2.7179998916108161        1.8681464386264703E-002   3.4899711161527641E-004
  -2.7169998915633187        1.8732300975292444E-002   3.5089909982894226E-004
  -2.7159998915158212        1.8783257119391238E-002   3.5281074801316162E-004
  -2.7149998914683238        1.8834333041728775E-002   3.5473210112675629E-004
  -2.7139998914208263        1.8885528965719899E-002   3.5666320431504531E-004
  -2.7129998913733289        1.8936845115026357E-002   3.5860410291049761E-004
  -2.7119998913258314        1.8988281713556598E-002   3.6055484243338793E-004
  -2.7109998912783340        1.9039838985465522E-002   3.6251546859245276E-004
  -2.7099998912308365        1.9091517155154270E-002   3.6448602728554982E-004
  -2.7089998911833391        1.9143316447269985E-002   3.6646656460031753E-004
  -2.7079998911358416        1.9195237086705584E-002   3.6845712681483748E-004
  -2.7069998910883442        1.9247279298599530E-002   3.7045776039829802E-004
  -2.7059998910408467        1.9299443308335579E-002   3.7246851201165897E-004
  -2.7049998909933493        1.9351729341542556E-002   3.7448942850831909E-004
  -2.7039998909458518        1.9404137624094115E-002   3.7652055693478478E-004
  -2.7029998908983544        1.9456668382108484E-002   3.7856194453133994E-004
  -2.7019998908508569        1.9509321841948250E-002   3.8061363873271908E-004
  -2.7009998908033594        1.9562098230220079E-002   3.8267568716877952E-004
  -2.6999998907558620        1.9614997773774501E-002   3.8474813766517865E-004
  -2.6989998907083645        1.9668020699705639E-002   3.8683103824404950E-004
  -2.6979998906608671        1.9721167235350955E-002   3.8892443712468006E-004
  -2.6969998906133696        1.9774437608291021E-002   3.9102838272419432E-004
  -2.6959998905658722        1.9827832046349247E-002   3.9314292365823418E-004
  -2.6949998905183747        1.9881350777591639E-002   3.9526810874164367E-004
  -2.6939998904708773        1.9934994030326517E-002   3.9740398698915387E-004
  -2.6929998904233798        1.9988762033104266E-002   3.9955060761607061E-004
  -2.6919998903758824        2.0042655014717078E-002   4.0170802003896362E-004
  -2.6909998903283849        2.0096673204198688E-002   4.0387627387635758E-004
  -2.6899998902808875        2.0150816830824102E-002   4.0605541894942393E-004
  -2.6889998902333900        2.0205086124109338E-002   4.0824550528267573E-004
  -2.6879998901858926        2.0259481313811143E-002   4.1044658310466288E-004
  -2.6869998901383951        2.0314002629926733E-002   4.1265870284867026E-004
  -2.6859998900908977        2.0368650302693511E-002   4.1488191515341645E-004
  -2.6849998900434002        2.0423424562588794E-002   4.1711627086375529E-004
  -2.6839998899959028        2.0478325640329538E-002   4.1936182103137818E-004
  -2.6829998899484053        2.0533353766872056E-002   4.2161861691551885E-004
  -2.6819998899009079        2.0588509173411738E-002   4.2388670998365927E-004
  -2.6809998898534104        2.0643792091382767E-002   4.2616615191223768E-004
  -2.6799998898059130        2.0699202752457818E-002   4.2845699458735732E-004
  -2.6789998897584155        2.0754741388547802E-002   4.3075929010549915E-004
  -2.6779998897109181        2.0810408231801553E-002   4.3307309077423380E-004
  -2.6769998896634206        2.0866203514605546E-002   4.3539844911293682E-004
  -2.6759998896159232        2.0922127469583593E-002   4.3773541785350437E-004
  -2.6749998895684257        2.0978180329596564E-002   4.4008404994107220E-004
  -2.6739998895209283        2.1034362327742070E-002   4.4244439853473479E-004
  -2.6729998894734308        2.1090673697354189E-002   4.4481651700826780E-004
  -2.6719998894259334        2.1147114672003139E-002   4.4720045895085044E-004
  -2.6709998893784359        2.1203685485494984E-002   4.4959627816779069E-004
  -2.6699998893309385        2.1260386371871342E-002   4.5200402868125268E-004
  -2.6689998892834410        2.1317217565409052E-002   4.5442376473098424E-004
  -2.6679998892359436        2.1374179300619883E-002   4.5685554077504751E-004
  -2.6669998891884461        2.1431271812250231E-002   4.5929941149055130E-004
  -2.6659998891409487        2.1488495335280779E-002   4.6175543177438377E-004
  -2.6649998890934512        2.1545850104926205E-002   4.6422365674394855E-004
  -2.6639998890459538        2.1603336356634847E-002   4.6670414173790101E-004
  -2.6629998889984563        2.1660954326088399E-002   4.6919694231688773E-004
  -2.6619998889509588        2.1718704249201588E-002   4.7170211426428711E-004
  -2.6609998889034614        2.1776586362121830E-002   4.7421971358695044E-004
  -2.6599998888559639        2.1834600901228938E-002   4.7674979651594754E-004
  -2.6589998888084665        2.1892748103134761E-002   4.7929241950731070E-004
  -2.6579998887609690        2.1951028204682879E-002   4.8184763924278326E-004
  -2.6569998887134716        2.2009441442948249E-002   4.8441551263056791E-004
  -2.6559998886659741        2.2067988055236909E-002   4.8699609680607890E-004
  -2.6549998886184767        2.2126668279085614E-002   4.8958944913269351E-004
  -2.6539998885709792        2.2185482352261490E-002   4.9219562720250604E-004
  -2.6529998885234818        2.2244430512761704E-002   4.9481468883708394E-004
  -2.6519998884759843        2.2303512998813137E-002   4.9744669208822659E-004
  -2.6509998884284869        2.2362730048872029E-002   5.0009169523872394E-004
  -2.6499998883809894        2.2422081901623630E-002   5.0274975680311793E-004
  -2.6489998883334920        2.2481568795981861E-002   5.0542093552846527E-004
  -2.6479998882859945        2.2541190971088941E-002   5.0810529039510164E-004
  -2.6469998882384971        2.2600948666315065E-002   5.1080288061740873E-004
  -2.6459998881909996        2.2660842121258025E-002   5.1351376564458186E-004
  -2.6449998881435022        2.2720871575742891E-002   5.1623800516140128E-004
  -2.6439998880960047        2.2781037269821600E-002   5.1897565908900079E-004
  -2.6429998880485073        2.2841339443772632E-002   5.2172678758564343E-004
  -2.6419998880010098        2.2901778338100632E-002   5.2449145104749534E-004
  -2.6409998879535124        2.2962354193536066E-002   5.2726971010940338E-004
  -2.6399998879060149        2.3023067251034837E-002   5.3006162564567282E-004
  -2.6389998878585175        2.3083917751777896E-002   5.3286725877084668E-004
  -2.6379998878110200        2.3144905937170921E-002   5.3568667084048977E-004
  -2.6369998877635226        2.3206032048843903E-002   5.3851992345197038E-004
  -2.6359998877160251        2.3267296328650794E-002   5.4136707844524667E-004
  -2.6349998876685277        2.3328699018669116E-002   5.4422819790365343E-004
  -2.6339998876210302        2.3390240361199580E-002   5.4710334415468984E-004
  -2.6329998875735328        2.3451920598765729E-002   5.4999257977081232E-004
  -2.6319998875260353        2.3513739974113525E-002   5.5289596757022432E-004
  -2.6309998874785379        2.3575698730210971E-002   5.5581357061767122E-004
  -2.6299998874310404        2.3637797110247730E-002   5.5874545222523591E-004
  -2.6289998873835430        2.3700035357634725E-002   5.6169167595313614E-004
  -2.6279998873360455        2.3762413716003780E-002   5.6465230561052453E-004
  -2.6269998872885481        2.3824932429207173E-002   5.6762740525628764E-004
  -2.6259998872410506        2.3887591741317278E-002   5.7061703919984946E-004
  -2.6249998871935531        2.3950391896626150E-002   5.7362127200197559E-004
  -2.6239998871460557        2.4013333139645130E-002   5.7664016847557909E-004
  -2.6229998870985582        2.4076415715104441E-002   5.7967379368652813E-004
  -2.6219998870510608        2.4139639867952794E-002   5.8272221295445597E-004
  -2.6209998870035633        2.4203005843356957E-002   5.8578549185357102E-004
  -2.6199998869560659        2.4266513886701369E-002   5.8886369621347035E-004
  -2.6189998869085684        2.4330164243587703E-002   5.9195689211995358E-004
  -2.6179998868610710        2.4393957159834490E-002   5.9506514591584037E-004
  -2.6169998868135735        2.4457892881476664E-002   5.9818852420178694E-004
  -2.6159998867660761        2.4521971654765162E-002   6.0132709383710608E-004
  -2.6149998867185786        2.4586193726166525E-002   6.0448092194059018E-004
  -2.6139998866710812        2.4650559342362433E-002   6.0765007589133179E-004
  -2.6129998866235837        2.4715068750249293E-002   6.1083462332954920E-004
  -2.6119998865760863        2.4779722196937835E-002   6.1403463215741361E-004
  -2.6109998865285888        2.4844519929752659E-002   6.1725017053987710E-004
  -2.6099998864810914        2.4909462196231833E-002   6.2048130690550284E-004
  -2.6089998864335939        2.4974549244126426E-002   6.2372810994729589E-004
  -2.6079998863860965        2.5039781321400074E-002   6.2699064862353597E-004
  -2.6069998863385990        2.5105158676228582E-002   6.3026899215861527E-004
  -2.6059998862911016        2.5170681556999443E-002   6.3356321004387191E-004
  -2.6049998862436041        2.5236350212311416E-002   6.3687337203843048E-004
  -2.6039998861961067        2.5302164890974071E-002   6.4019954817004087E-004
  -2.6029998861486092        2.5368125842007341E-002   6.4354180873592065E-004
  -2.6019998861011118        2.5434233314641088E-002   6.4690022430359854E-004
  -2.6009998860536143        2.5500487558314647E-002   6.5027486571176015E-004
  -2.5999998860061169        2.5566888822676371E-002   6.5366580407109399E-004
  -2.5989998859586194        2.5633437357583163E-002   6.5707311076514010E-004
  -2.5979998859111220        2.5700133413100030E-002   6.6049685745114058E-004
  -2.5969998858636245        2.5766977239499628E-002   6.6393711606089188E-004
  -2.5959998858161271        2.5833969087261804E-002   6.6739395880159851E-004
  -2.5949998857686296        2.5901109207073114E-002   6.7086745815672763E-004
  -2.5939998857211322        2.5968397849826373E-002   6.7435768688686704E-004
  -2.5929998856736347        2.6035835266620153E-002   6.7786471803058174E-004
  -2.5919998856261373        2.6103421708758363E-002   6.8138862490527737E-004
  -2.5909998855786398        2.6171157427749728E-002   6.8492948110805978E-004
  -2.5899998855311424        2.6239042675307356E-002   6.8848736051660062E-004
  -2.5889998854836449        2.6307077703348229E-002   6.9206233729000150E-004
  -2.5879998854361475        2.6375262763992720E-002   6.9565448586966089E-004
  -2.5869998853886500        2.6443598109564152E-002   6.9926388098014473E-004
  -2.5859998853411525        2.6512083992588257E-002   7.0289059763005445E-004
  -2.5849998852936551        2.6580720665792732E-002   7.0653471111290086E-004
  -2.5839998852461576        2.6649508382106737E-002   7.1019629700797731E-004
  -2.5829998851986602        2.6718447394660404E-002   7.1387543118123535E-004
  -2.5819998851511627        2.6787537956784329E-002   7.1757218978616116E-004
  -2.5809998851036653        2.6856780322009104E-002   7.2128664926465540E-004
  -2.5799998850561678        2.6926174744064772E-002   7.2501888634791164E-004
  -2.5789998850086704        2.6995721476880383E-002   7.2876897805730070E-004
  -2.5779998849611729        2.7065420774583463E-002   7.3253700170525411E-004
  -2.5769998849136755        2.7135272891499501E-002   7.3632303489614770E-004
  -2.5759998848661780        2.7205278082151455E-002   7.4012715552719034E-004
  -2.5749998848186806        2.7275436601259233E-002   7.4394944178931188E-004
  -2.5739998847711831        2.7345748703739202E-002   7.4778997216805429E-004
  -2.5729998847236857        2.7416214644703653E-002   7.5164882544446305E-004
  -2.5719998846761882        2.7486834679460278E-002   7.5552608069598024E-004
  -2.5709998846286908        2.7557609063511675E-002   7.5942181729734084E-004
  -2.5699998845811933        2.7628538052554812E-002   7.6333611492146924E-004
  -2.5689998845336959        2.7699621902480501E-002   7.6726905354037743E-004
  -2.5679998844861984        2.7770860869372877E-002   7.7122071342606571E-004
  -2.5669998844387010        2.7842255209508882E-002   7.7519117515142445E-004
  -2.5659998843912035        2.7913805179357709E-002   7.7918051959113724E-004
  -2.5649998843437061        2.7985511035580283E-002   7.8318882792258583E-004
  -2.5639998842962086        2.8057373035028726E-002   7.8721618162675712E-004
  -2.5629998842487112        2.8129391434745819E-002   7.9126266248915147E-004
  -2.5619998842012137        2.8201566491964467E-002   7.9532835260069299E-004
  -2.5609998841537163        2.8273898464107140E-002   7.9941333435864007E-004
  -2.5599998841062188        2.8346387608785367E-002   8.0351769046750057E-004
  -2.5589998840587214        2.8419034183799131E-002   8.0764150393994360E-004
  -2.5579998840112239        2.8491838447136354E-002   8.1178485809771730E-004
  -2.5569998839637265        2.8564800656972342E-002   8.1594783657256754E-004
  -2.5559998839162290        2.8637921071669247E-002   8.2013052330715745E-004
  -2.5549998838687316        2.8711199949775491E-002   8.2433300255598809E-004
