   0.00000000       1.00000000       3.59654999    
   1.00000005E-03   1.00358760       3.57861471    
   2.00000009E-03   1.00715733       3.56077385    
   3.00000003E-03   1.01070917       3.54302692    
   4.00000019E-03   1.01424336       3.52537346    
   5.00000035E-03   1.01775992       3.50781298    
   6.00000005E-03   1.02125895       3.49034500    
   7.00000022E-03   1.02474058       3.47296929    
   8.00000038E-03   1.02820492       3.45568514    
   9.00000054E-03   1.03165197       3.43849230    
   1.00000007E-02   1.03508186       3.42139006    
   1.10000009E-02   1.03849471       3.40437818    
   1.20000001E-02   1.04189062       3.38745618    
   1.30000003E-02   1.04526961       3.37062359    
   1.40000004E-02   1.04863191       3.35387993    
   1.50000006E-02   1.05197740       3.33722472    
   1.60000008E-02   1.05530632       3.32065749    
   1.70000009E-02   1.05861878       3.30417800    
   1.80000011E-02   1.06191480       3.28778553    
   1.90000013E-02   1.06519437       3.27147985    
   2.00000014E-02   1.06845772       3.25526047    
   2.10000016E-02   1.07170486       3.23912692    
   2.20000017E-02   1.07493591       3.22307897    
   2.30000019E-02   1.07815099       3.20711613    
   2.40000002E-02   1.08135021       3.19123769    
   2.50000004E-02   1.08453357       3.17544341    
   2.60000005E-02   1.08770120       3.15973306    
   2.70000007E-02   1.09085310       3.14410591    
   2.80000009E-02   1.09398937       3.12856174    
   2.90000010E-02   1.09711015       3.11310005    
   3.00000012E-02   1.10021555       3.09772062    
   3.10000014E-02   1.10330558       3.08242273    
   3.20000015E-02   1.10638034       3.06720614    
   3.29999998E-02   1.10943997       3.05207038    
   3.40000018E-02   1.11248446       3.03701520    
   3.50000001E-02   1.11551392       3.02204013    
   3.60000022E-02   1.11852849       3.00714469    
   3.70000005E-02   1.12152827       2.99232864    
   3.80000025E-02   1.12451327       2.97759128    
   3.90000008E-02   1.12748349       2.96293259    
   4.00000028E-02   1.13043916       2.94835186    
   4.10000011E-02   1.13338029       2.93384886    
   4.20000032E-02   1.13630688       2.91942310    
   4.30000015E-02   1.13921916       2.90507436    
   4.40000035E-02   1.14211714       2.89080215    
   4.50000018E-02   1.14500082       2.87660623    
   4.60000038E-02   1.14787030       2.86248612    
   4.70000021E-02   1.15072572       2.84844136    
   4.80000004E-02   1.15356719       2.83447170    
   4.90000024E-02   1.15639472       2.82057667    
   5.00000007E-02   1.15920842       2.80675578    
   5.10000028E-02   1.16200829       2.79300880    
   5.20000011E-02   1.16479445       2.77933550    
   5.30000031E-02   1.16756701       2.76573539    
   5.40000014E-02   1.17032599       2.75220799    
   5.50000034E-02   1.17307150       2.73875308    
   5.60000017E-02   1.17580354       2.72537041    
   5.70000038E-02   1.17852223       2.71205926    
   5.80000021E-02   1.18122768       2.69881964    
   5.90000041E-02   1.18391991       2.68565106    
   6.00000024E-02   1.18659902       2.67255306    
   6.10000044E-02   1.18926501       2.65952539    
   6.20000027E-02   1.19191802       2.64656758    
   6.30000010E-02   1.19455814       2.63367939    
   6.40000030E-02   1.19718540       2.62086058    
   6.50000051E-02   1.19979990       2.60811067    
   6.59999996E-02   1.20240164       2.59542942    
   6.70000017E-02   1.20499074       2.58281636    
   6.80000037E-02   1.20756733       2.57027125    
   6.90000057E-02   1.21013141       2.55779362    
   7.00000003E-02   1.21268296       2.54538321    
   7.10000023E-02   1.21522212       2.53303957    
   7.20000044E-02   1.21774900       2.52076268    
   7.30000064E-02   1.22026360       2.50855184    
   7.40000010E-02   1.22276604       2.49640703    
   7.50000030E-02   1.22525644       2.48432779    
   7.60000050E-02   1.22773480       2.47231364    
   7.70000070E-02   1.23020113       2.46036458    
   7.80000016E-02   1.23265553       2.44847989    
   7.90000036E-02   1.23509812       2.43665957    
   8.00000057E-02   1.23752892       2.42490315    
   8.10000002E-02   1.23994792       2.41321039    
   8.20000023E-02   1.24235535       2.40158105    
   8.30000043E-02   1.24475110       2.39001465    
   8.40000063E-02   1.24713540       2.37851095    
   8.50000009E-02   1.24950814       2.36706948    
   8.60000029E-02   1.25186956       2.35569000    
   8.70000049E-02   1.25421953       2.34437227    
   8.80000070E-02   1.25655830       2.33311605    
   8.90000015E-02   1.25888586       2.32192087    
   9.00000036E-02   1.26120222       2.31078672    
   9.10000056E-02   1.26350749       2.29971290    
   9.20000076E-02   1.26580167       2.28869939    
   9.30000022E-02   1.26808488       2.27774572    
   9.40000042E-02   1.27035713       2.26685166    
   9.50000063E-02   1.27261853       2.25601697    
   9.60000008E-02   1.27486920       2.24524140    
   9.70000029E-02   1.27710903       2.23452449    
   9.80000049E-02   1.27933824       2.22386599    
   9.90000069E-02   1.28155684       2.21326566    
  0.100000001       1.28376484       2.20272326    
  0.101000004       1.28596234       2.19223833    
  0.102000006       1.28814936       2.18181062    
  0.103000008       1.29032600       2.17144012    
  0.104000002       1.29249227       2.16112614    
  0.105000004       1.29464829       2.15086865    
  0.106000006       1.29679406       2.14066744    
  0.107000008       1.29892969       2.13052201    
  0.108000003       1.30105519       2.12043214    
  0.109000005       1.30317056       2.11039758    
  0.110000007       1.30527592       2.10041809    
  0.111000009       1.30737138       2.09049344    
