6.024642468562235170e-38 -6.104239059366214368e-33
2.409856987424894068e-37 -6.104239059366214368e-33
5.422178221706011653e-37 6.024637513687229851e-38
9.639427949699576272e-37 2.409849059327350466e-37
1.506160617140558876e-36 5.422138085768173709e-37
2.168871288682404661e-36 9.639301100626841951e-37
2.952074809595495317e-36 1.506129648210348409e-36
3.855771179879830509e-36 2.168807071743237084e-36
4.879960399535410571e-36 2.951955840289159810e-36
6.024642468562235504e-36 3.855568224498402797e-36
7.289817386960304640e-36 4.879635306068007937e-36
8.675485154729618645e-36 6.024146977883044454e-36
1.018164577187017752e-35 7.289091944066211076e-36
1.180829923838198127e-35 8.674457720125554727e-36
1.355544555426502988e-35 1.018023063305722163e-35
1.542308471951932204e-35 1.180639582149995446e-35
1.741121673414486039e-35 1.355293723584679385e-35
1.951984159814164229e-35 1.541983763844759784e-35
2.174895931150966771e-35 1.740707860374307159e-35
2.409856987424894202e-35 1.951464051847057566e-35
2.656867328635945451e-35 2.174250258184444408e-35
2.915926954784121856e-35 2.409064280576428358e-35
3.187035865869422347e-35 2.655903801503461873e-35
3.470194061891847458e-35 2.914766384759438618e-35
3.765401542851397190e-35 3.185649475474975391e-35
4.072658308748071009e-35 3.468550400143250268e-35
4.391964359581869447e-35 3.763466366646348048e-35
4.723319695352792507e-35 4.070394464282253571e-35
5.066724316060840187e-35 4.389331663795916197e-35
5.422178221706011954e-35 4.720274817405041445e-35
5.789681412288307807e-35 5.063220658833660920e-35
6.169233887807728814e-35 5.418165803346086587e-35
6.560835648264273908e-35 5.785106747775937520e-35
6.964486693657944158e-35 6.164039870564944178e-35
7.380187023988738493e-35 6.554961431795876862e-35
7.807936639256656914e-35 6.957867573230528908e-35
8.247735539461699422e-35 7.372754318349009541e-35
8.699583724603867085e-35 7.799617572385389995e-35
9.163481194683159903e-35 8.238453122372055378e-35
9.639427949699576807e-35 8.689256637179346046e-35
1.012742398965311780e-34 9.152023667559012482e-35
1.062746931454378180e-34 9.626749646186789226e-35
1.113956392437157311e-34 1.011342988770862195e-34
1.166370781913648742e-34 1.061205958878783641e-34
1.219990099883852690e-34 1.112263382815014460e-34
1.274814346347768939e-34 1.164514756663374623e-34
1.330843521305397703e-34 1.217959564723892352e-34
1.388077624756738983e-34 1.272597279517967474e-34
1.446516656701792565e-34 1.328427361793336130e-34
1.506160617140558876e-34 1.385449260529632696e-34
1.567009506073037275e-34 1.443662412943883061e-34
1.629063323499228403e-34 1.503066244495497779e-34
1.692322069419131833e-34 1.563660168892789983e-34
1.756785743832747779e-34 1.625443588098257616e-34
1.822454346740076240e-34 1.688415892334446632e-34
1.889327878141117003e-34 1.752576460090017947e-34
1.957406338035870281e-34 1.817924658126258517e-34
2.026689726424336075e-34 1.884459841482675107e-34
2.097178043306513957e-34 1.952181353483976199e-34
2.168871288682404782e-34 2.021088525746181928e-34
2.241769462552007694e-34 2.091180678183235648e-34
2.315872564915323123e-34 2.162457119013990115e-34
2.391180595772351066e-34 2.234917144768631737e-34
2.467693555123091526e-34 2.308560040296095471e-34
2.545411442967544501e-34 2.383385078770620150e-34
2.624334259305709563e-34 2.459391521699346405e-34
2.704462004137587569e-34 2.536578618929329573e-34
2.785794677463177663e-34 2.614945608655109818e-34
2.868332279282480272e-34 2.694491717426108639e-34
2.952074809595495397e-34 2.775216160154432057e-34
3.037022268402222610e-34 2.857118140122297906e-34
3.123174655702662766e-34 2.940196848990248707e-34
3.210531971496815009e-34 3.024451466805060913e-34
3.299094215784679769e-34 3.109881162007616091e-34
3.388861388566257471e-34 3.196485091441261763e-34
3.479833489841546834e-34 3.284262400360286417e-34
3.572010519610549140e-34 3.373212222438021622e-34
3.665392477873263961e-34 3.463333679775592874e-34
3.759979364629690870e-34 3.554625882910717480e-34
3.855771179879830723e-34 3.647087930826114573e-34
3.952767923623682235e-34 3.740718910958653238e-34
4.050969595861247119e-34 3.835517899208512610e-34
4.150376196592523663e-34 3.931483959947809135e-34
4.250987725817512722e-34 4.028616146030373321e-34
4.352804183536215152e-34 4.126913498800696882e-34
4.455825569748629242e-34 4.226375048103559814e-34
